Tool,Type,RMSE,ACC
chisel_5x,DUP,1.7656411836037549,0.19282511210762332
chisel_5x,Mirror CNA,2.075235835654566,0.22641509433962265
chisel_5x,CNG_LOH,3.2514722929885274,0.12162162162162163
chisel_5x,CNL_LOH,1.1710800875382399,0.05714285714285714
chisel_5x,CNN_LOH,1.4890907643081486,0.13043478260869565
chisel_5x,DEL,0.4472135954999579,0.8
chisel_5x,WGD,0.16666666666666666,0.9722222222222222
chisel_5x,WCL,0.3692744729379982,0.9318181818181818
