Type,Haplotype,Clone,tool,AUROC,AUPRC,Accuracy,Precision,Recall,F1 Score,Kappa,Brier Score,Specificity,PPV,NPV
CN_equal_4,minor,clone7,chisel_5x_acCNA,0.4901785714285714,0.008771929824561403,0.9631578947368421,0.0,0.0,0.0,-0.018723404255319043,0.03684210526315789,0.9803571428571428,0.0,0.9821109123434705
CN_equal_4,minor,clone8,chisel_5x_acCNA,0.4890310786106033,0.02017543859649123,0.9385964912280702,0.0,0.0,0.0,-0.028456541911537236,0.06140350877192982,0.9780621572212066,0.0,0.9587813620071685
CN_equal_4,minor,clone9,chisel_5x_acCNA,0.5049420137058513,0.07487468671679198,0.9280701754385965,0.06666666666666667,0.03571428571428571,0.046511627906976744,0.012674271229404344,0.07192982456140351,0.974169741697417,0.06666666666666667,0.9513513513513514
CN_equal_4,major,normal,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_4,major,clone1,chisel_5x_acCNA,0.48538011695906436,0.12793522267206478,0.8035087719298246,0.07692307692307693,0.08771929824561403,0.0819672131147541,-0.02752293577981657,0.19649122807017544,0.8830409356725146,0.07692307692307693,0.897029702970297
CN_equal_4,major,clone2,chisel_5x_acCNA,0.5450313187743355,0.1661084529505582,0.8929824561403509,0.13157894736842105,0.15151515151515152,0.14084507042253522,0.08408408408408408,0.10701754385964912,0.9385474860335196,0.13157894736842105,0.9473684210526315
CN_equal_4,major,clone3,chisel_5x_acCNA,0.48270191923230704,0.20631094844453837,0.7049122807017544,0.12259194395796848,0.17073170731707318,0.14271151885830785,-0.029738403440409344,0.2950877192982456,0.794672131147541,0.12259194395796848,0.8508117595436595
CN_equal_4,major,clone4,chisel_5x_acCNA,0.48273074661963544,0.20156641604010025,0.7140350877192982,0.12380952380952381,0.15476190476190477,0.1375661375661376,-0.03130203130203135,0.28596491228070176,0.8106995884773662,0.12380952380952381,0.8473118279569892
CN_equal_4,major,clone5,chisel_5x_acCNA,0.5617588932806324,0.26710526315789473,0.8035087719298246,0.2,0.25,0.22222222222222224,0.1113585746102449,0.19649122807017544,0.8735177865612648,0.2,0.9020408163265307
CN_equal_4,major,clone6,chisel_5x_acCNA,0.5037013662013662,0.1539576966306918,0.8070175438596491,0.09610027855153204,0.1326923076923077,0.11147011308562196,0.0063202469777555725,0.19298245614035087,0.8747104247104247,0.09610027855153204,0.909474106784424
CN_equal_4,major,clone7,chisel_5x_acCNA,0.5273640916779992,0.1973386856972941,0.8649122807017544,0.2,0.1016949152542373,0.1348314606741573,0.0699300699300699,0.13508771929824562,0.9530332681017613,0.2,0.9018518518518519
CN_equal_4,major,clone8,chisel_5x_acCNA,0.49850426919117496,0.25857062177770485,0.6989473684210527,0.18518518518518517,0.17757009345794392,0.18129770992366415,-0.003039513677811634,0.30105263157894735,0.8194384449244061,0.18518518518518517,0.811724433033804
CN_equal_4,major,clone9,chisel_5x_acCNA,0.5193939393939393,0.24148325358851674,0.7350877192982456,0.15454545454545454,0.22666666666666666,0.18378378378378377,0.03237774030354135,0.2649122807017544,0.8121212121212121,0.15454545454545454,0.8739130434782608
CN_equal_5,minor,normal,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
